"Class","gtpc_0","gtpc_1","gtpc_2","gtpc_3","gtpc_4","gtpc_5","gtpc_6","gtpc_7","gtpc_8","gtpc_9","gtpc_10","gtpc_11","gtpc_12","gtpc_13","gtpc_14","gtpc_15","gtpc_16","gtpc_17","gtpc_18","gtpc_19","gtpc_20","gtpc_21","gtpc_22","gtpc_23","gtpc_24","gtpc_25","gtpc_26","gtpc_27","gtpc_28","gtpc_29","gtpc_30","gtpc_31","gtpc_32","gtpc_33","gtpc_34","gtpc_35","gtpc_36","gtpc_37","gtpc_38","gtpc_39","gtpc_40","gtpc_41","gtpc_42","gtpc_43","gtpc_44","gtpc_45","gtpc_46","gtpc_47","gtpc_48","gtpc_49","gtpc_50","gtpc_51","gtpc_52","gtpc_53","gtpc_54","gtpc_55","gtpc_56","gtpc_57","gtpc_58","gtpc_59","gtpc_60","gtpc_61","gtpc_62","gtpc_63","gtpc_64","gtpc_65","gtpc_66","gtpc_67","gtpc_68","gtpc_69","gtpc_70","gtpc_71","gtpc_72","gtpc_73","gtpc_74","gtpc_75","gtpc_76","gtpc_77","gtpc_78","gtpc_79","gtpc_80","gtpc_81","gtpc_82","gtpc_83","gtpc_84","gtpc_85","gtpc_86","gtpc_87","gtpc_88","gtpc_89","gtpc_90","gtpc_91","gtpc_92","gtpc_93","gtpc_94","gtpc_95","gtpc_96","gtpc_97","gtpc_98","gtpc_99","gtpc_100","gtpc_101","gtpc_102","gtpc_103","gtpc_104","gtpc_105","gtpc_106","gtpc_107","gtpc_108","gtpc_109","gtpc_110","gtpc_111","gtpc_112","gtpc_113","gtpc_114","gtpc_115","gtpc_116","gtpc_117","gtpc_118","gtpc_119","gtpc_120","gtpc_121","gtpc_122","gtpc_123","gtpc_124"
1,0.00328407224959,0.00164203612479,0.00985221674877,0.00328407224959,0,0,0.00492610837438,0.00656814449918,0.00985221674877,0,0,0.00821018062397,0.00328407224959,0.0131362889984,0.00164203612479,0.00821018062397,0.00492610837438,0.00492610837438,0.0295566502463,0.00164203612479,0,0.00164203612479,0.00164203612479,0,0,0.00328407224959,0.00492610837438,0.00328407224959,0.0164203612479,0,0.00656814449918,0.0279146141215,0.00985221674877,0.0279146141215,0,0.00328407224959,0.00164203612479,0.00656814449918,0.0197044334975,0.00164203612479,0.00985221674877,0.0229885057471,0.0147783251232,0.0443349753695,0.00328407224959,0.00164203612479,0,0.00492610837438,0.00164203612479,0,0,0.0114942528736,0,0.0114942528736,0,0.00821018062397,0.00656814449918,0,0.0131362889984,0.00164203612479,0.00328407224959,0.00164203612479,0.00328407224959,0.00985221674877,0.00164203612479,0.0114942528736,0.0213464696223,0.0229885057471,0.0344827586207,0.00164203612479,0.00328407224959,0.00164203612479,0.00328407224959,0,0,0.00985221674877,0.00164203612479,0.0131362889984,0.0147783251232,0.00328407224959,0.0114942528736,0.0279146141215,0.0147783251232,0.0426929392447,0.00656814449918,0.0180623973727,0.0147783251232,0.00328407224959,0.0426929392447,0.00328407224959,0.0131362889984,0.0492610837438,0.0394088669951,0.0788177339901,0.00985221674877,0.00164203612479,0.00492610837438,0.00328407224959,0.00492610837438,0.00164203612479,0.00164203612479,0.00164203612479,0,0.00328407224959,0,0.00164203612479,0.00492610837438,0.00164203612479,0.00164203612479,0,0,0.00328407224959,0.00328407224959,0.00656814449918,0,0,0.00328407224959,0,0.00328407224959,0,0,0.00164203612479,0,0,0
1,0,0.002331002331,0,0.004662004662,0,0.002331002331,0,0.002331002331,0.00932400932401,0.002331002331,0.002331002331,0.004662004662,0,0.00932400932401,0.002331002331,0.002331002331,0.00699300699301,0.004662004662,0.039627039627,0,0,0.002331002331,0.002331002331,0.004662004662,0,0.002331002331,0.002331002331,0.00699300699301,0.00932400932401,0.002331002331,0.00699300699301,0.013986013986,0.002331002331,0.032634032634,0.002331002331,0.004662004662,0.00699300699301,0.002331002331,0.004662004662,0.00699300699301,0.011655011655,0.011655011655,0.013986013986,0.0512820512821,0.004662004662,0.002331002331,0,0.002331002331,0,0.002331002331,0,0.002331002331,0.002331002331,0.016317016317,0,0.002331002331,0.002331002331,0.004662004662,0.011655011655,0.002331002331,0,0.002331002331,0.002331002331,0.013986013986,0,0.00699300699301,0.00932400932401,0.00699300699301,0.044289044289,0.00932400932401,0,0.004662004662,0.002331002331,0.004662004662,0.004662004662,0.00699300699301,0.00932400932401,0.00699300699301,0.018648018648,0.004662004662,0.00932400932401,0.039627039627,0.011655011655,0.030303030303,0,0.013986013986,0.00932400932401,0.011655011655,0.037296037296,0.00699300699301,0.020979020979,0.0559440559441,0.0536130536131,0.0675990675991,0.016317016317,0.00699300699301,0.00699300699301,0.004662004662,0.011655011655,0,0,0,0.002331002331,0.004662004662,0.002331002331,0.002331002331,0.002331002331,0.004662004662,0.00932400932401,0,0,0,0.002331002331,0.011655011655,0,0.004662004662,0.004662004662,0,0.011655011655,0,0,0.004662004662,0.002331002331,0,0
1,0,0.00706713780919,0,0,0.00353356890459,0,0.00706713780919,0.00353356890459,0.0106007067138,0.00353356890459,0.00353356890459,0.0106007067138,0,0.00706713780919,0.00353356890459,0.00353356890459,0.0141342756184,0.00706713780919,0.0247349823322,0.00353356890459,0.00353356890459,0,0,0.00706713780919,0,0.00706713780919,0,0.00353356890459,0,0,0,0.00706713780919,0.00706713780919,0.0459363957597,0.00353356890459,0,0.00353356890459,0.00706713780919,0.0106007067138,0,0.0247349823322,0.0212014134276,0.0106007067138,0.0671378091873,0,0.00353356890459,0.00353356890459,0.00706713780919,0,0,0,0.00706713780919,0,0.00706713780919,0,0.00706713780919,0.0141342756184,0,0.0141342756184,0,0.00353356890459,0.00353356890459,0.00706713780919,0.00706713780919,0.00706713780919,0.00353356890459,0.00353356890459,0.00706713780919,0.0318021201413,0,0.00353356890459,0.00353356890459,0.00353356890459,0.00353356890459,0,0.00353356890459,0.00706713780919,0.017667844523,0.0353356890459,0.00706713780919,0.00353356890459,0.0282685512367,0.0106007067138,0.0530035335689,0.00706713780919,0.00706713780919,0.0106007067138,0.0106007067138,0.0212014134276,0.00353356890459,0.0388692579505,0.0565371024735,0.0247349823322,0.0706713780919,0.0141342756184,0.00706713780919,0.00353356890459,0,0.00706713780919,0,0,0.00353356890459,0.00353356890459,0.0106007067138,0,0,0.00706713780919,0,0.00353356890459,0,0,0.00706713780919,0.00353356890459,0,0,0,0.00353356890459,0.00353356890459,0.0106007067138,0,0,0,0,0,0
1,0,0.00354609929078,0,0.0106382978723,0,0.00354609929078,0,0,0.0177304964539,0,0.00354609929078,0,0,0.00709219858156,0,0.00354609929078,0.0248226950355,0.00709219858156,0.031914893617,0.00354609929078,0,0,0,0.00709219858156,0,0.00709219858156,0.00354609929078,0,0.00709219858156,0,0.00354609929078,0,0.00709219858156,0.0177304964539,0.00354609929078,0.00709219858156,0.00709219858156,0.00354609929078,0.0141843971631,0.00354609929078,0.0141843971631,0.0177304964539,0.0141843971631,0.0602836879433,0,0.00354609929078,0.00354609929078,0.00354609929078,0.00354609929078,0,0,0.00354609929078,0,0.0177304964539,0,0.00354609929078,0.0106382978723,0,0.0106382978723,0,0.00354609929078,0.00354609929078,0.00354609929078,0.0106382978723,0,0.00709219858156,0.0141843971631,0.00709219858156,0.031914893617,0,0,0.00354609929078,0,0.00709219858156,0,0.00709219858156,0.00709219858156,0.0106382978723,0.0354609929078,0.00709219858156,0.00709219858156,0.0141843971631,0.0283687943262,0.0531914893617,0.0106382978723,0.00709219858156,0.00709219858156,0.0106382978723,0.0283687943262,0.00709219858156,0.0390070921986,0.0496453900709,0.0283687943262,0.0921985815603,0.0141843971631,0.00354609929078,0.00709219858156,0.00709219858156,0,0,0,0.00354609929078,0,0.00354609929078,0,0,0.00709219858156,0,0.00709219858156,0,0,0.00709219858156,0.00354609929078,0,0,0.00354609929078,0.00354609929078,0.00354609929078,0.00709219858156,0,0,0,0,0,0
1,0,0,0,0.00343642611684,0.00343642611684,0,0,0,0.00687285223368,0.00343642611684,0,0.00343642611684,0,0.00343642611684,0.00343642611684,0.00687285223368,0.0171821305842,0.0137457044674,0.0240549828179,0.00343642611684,0,0,0.00343642611684,0.0103092783505,0,0.00343642611684,0,0.00343642611684,0.00687285223368,0,0,0.0137457044674,0.00343642611684,0.0274914089347,0,0,0.00687285223368,0.00343642611684,0.00343642611684,0,0.00687285223368,0.0171821305842,0.0240549828179,0.0618556701031,0.00687285223368,0,0.00343642611684,0.00687285223368,0,0,0,0,0,0.0137457044674,0.00343642611684,0.00343642611684,0.00343642611684,0,0.020618556701,0.00343642611684,0.00343642611684,0.00687285223368,0.00343642611684,0.0103092783505,0,0.0103092783505,0.00687285223368,0.00687285223368,0.0274914089347,0.00343642611684,0,0.00343642611684,0.00343642611684,0.00687285223368,0,0.00343642611684,0.0103092783505,0.00687285223368,0.0412371134021,0.00687285223368,0.0103092783505,0.0137457044674,0.00687285223368,0.0584192439863,0.00343642611684,0.0137457044674,0.0103092783505,0.0137457044674,0.0240549828179,0.0103092783505,0.0412371134021,0.0446735395189,0.0274914089347,0.0893470790378,0.0171821305842,0.00343642611684,0.0137457044674,0.00687285223368,0.00687285223368,0,0,0,0,0.00343642611684,0,0,0.0137457044674,0.00343642611684,0.00343642611684,0,0,0.00343642611684,0.00343642611684,0.0137457044674,0,0.00343642611684,0.00687285223368,0,0.0137457044674,0,0,0,0,0,0
1,0.0059880239521,0,0,0.0119760479042,0,0,0,0.0059880239521,0.0119760479042,0.00299401197605,0.00299401197605,0,0,0.0059880239521,0,0.00299401197605,0.0149700598802,0.00898203592814,0.0329341317365,0.00299401197605,0,0.00299401197605,0.00299401197605,0,0,0.00299401197605,0.00299401197605,0,0.00898203592814,0,0.0059880239521,0.0299401197605,0.00898203592814,0.0119760479042,0,0.00299401197605,0.00898203592814,0.00898203592814,0.0329341317365,0,0.0119760479042,0.0239520958084,0.0149700598802,0.0389221556886,0.00898203592814,0.00299401197605,0.0059880239521,0,0.0059880239521,0,0.00299401197605,0.0059880239521,0.00299401197605,0.00299401197605,0,0,0.0059880239521,0.0059880239521,0.0119760479042,0.00299401197605,0,0,0.0059880239521,0.0059880239521,0.00299401197605,0.00898203592814,0.0299401197605,0.0119760479042,0.0359281437126,0,0,0,0,0.00299401197605,0,0.00299401197605,0.0119760479042,0.00299401197605,0.0359281437126,0.0059880239521,0.0119760479042,0.0179640718563,0.0239520958084,0.0538922155689,0.00898203592814,0.00898203592814,0.0119760479042,0,0.0389221556886,0,0.0329341317365,0.0449101796407,0.0239520958084,0.0538922155689,0.0149700598802,0.0059880239521,0.00898203592814,0.00299401197605,0.0059880239521,0.0059880239521,0.00299401197605,0,0.00299401197605,0.00299401197605,0,0,0.00299401197605,0.00898203592814,0.00898203592814,0,0,0.0059880239521,0,0.00299401197605,0,0.00299401197605,0.00299401197605,0,0.0059880239521,0.00299401197605,0,0.00299401197605,0.00299401197605,0,0
1,0.00280112044818,0.00280112044818,0.00280112044818,0.0140056022409,0,0.00280112044818,0,0,0.0140056022409,0.00280112044818,0,0.00280112044818,0,0.00840336134454,0,0.00560224089636,0.0112044817927,0.00280112044818,0.0392156862745,0.00280112044818,0,0,0.00560224089636,0.00280112044818,0,0.00280112044818,0.00280112044818,0.00280112044818,0.00840336134454,0,0.00560224089636,0.03081232493,0.00840336134454,0.0168067226891,0.00280112044818,0,0.0168067226891,0.00280112044818,0.0196078431373,0,0.0112044817927,0.0168067226891,0.0196078431373,0.0420168067227,0.00840336134454,0.00280112044818,0.00560224089636,0,0.0112044817927,0.00280112044818,0.00280112044818,0.00280112044818,0.00280112044818,0,0,0,0.00560224089636,0.00560224089636,0.0140056022409,0.00560224089636,0,0.00280112044818,0,0.00280112044818,0,0.0112044817927,0.0336134453782,0.00280112044818,0.0252100840336,0,0,0,0,0.00280112044818,0.00280112044818,0.0112044817927,0.00840336134454,0.00280112044818,0.0392156862745,0.00840336134454,0.00840336134454,0.0252100840336,0.0224089635854,0.047619047619,0.00840336134454,0.00840336134454,0.00280112044818,0.00280112044818,0.0336134453782,0.00560224089636,0.03081232493,0.0448179271709,0.0280112044818,0.0672268907563,0.0112044817927,0.00280112044818,0.00840336134454,0.00560224089636,0.00560224089636,0.00280112044818,0.00280112044818,0.00280112044818,0,0,0,0,0.00280112044818,0.00280112044818,0.00560224089636,0.00280112044818,0,0.00560224089636,0,0.00840336134454,0,0.0140056022409,0.00560224089636,0,0.00560224089636,0.00280112044818,0,0,0.00280112044818,0.00560224089636,0
1,0.00205761316872,0.00411522633745,0,0.00411522633745,0.00205761316872,0,0.0102880658436,0.00205761316872,0.0123456790123,0.00205761316872,0.00205761316872,0.00411522633745,0.00205761316872,0.0123456790123,0.00411522633745,0.0102880658436,0.0164609053498,0.00205761316872,0.022633744856,0.00617283950617,0,0.0082304526749,0.00205761316872,0.0082304526749,0.00411522633745,0.00411522633745,0.00411522633745,0.0102880658436,0.0102880658436,0.00205761316872,0.00617283950617,0.022633744856,0.0102880658436,0.0329218106996,0.00617283950617,0.00411522633745,0.0185185185185,0.0102880658436,0.0123456790123,0.00411522633745,0.0205761316872,0.0267489711934,0.0123456790123,0.0267489711934,0.0082304526749,0.00411522633745,0.00205761316872,0.0102880658436,0.00411522633745,0.00205761316872,0.00205761316872,0.00411522633745,0.00205761316872,0.0144032921811,0.00205761316872,0.0082304526749,0.0082304526749,0.0123456790123,0.0102880658436,0.00205761316872,0.00411522633745,0,0,0.0123456790123,0.00411522633745,0.0123456790123,0.0144032921811,0.00205761316872,0.00617283950617,0.0102880658436,0,0.0082304526749,0.00205761316872,0.00617283950617,0.00411522633745,0.00411522633745,0.0123456790123,0.0102880658436,0.0288065843621,0.0144032921811,0.0144032921811,0.0267489711934,0.0144032921811,0.0308641975309,0.0082304526749,0.0082304526749,0.0144032921811,0.00617283950617,0.00411522633745,0.00205761316872,0.0205761316872,0.0205761316872,0.0144032921811,0.0288065843621,0.00411522633745,0.00205761316872,0.0102880658436,0.00411522633745,0.0123456790123,0.00205761316872,0,0.00205761316872,0.00205761316872,0,0.00205761316872,0.00205761316872,0.0102880658436,0.0102880658436,0.0082304526749,0.00411522633745,0.00617283950617,0.00411522633745,0.00205761316872,0.00411522633745,0.00617283950617,0.0082304526749,0.0144032921811,0.00411522633745,0.00411522633745,0.00205761316872,0,0.00617283950617,0.00411522633745,0.00205761316872,0
1,0.00397614314115,0.00397614314115,0.00397614314115,0.00795228628231,0.00198807157058,0.00198807157058,0.00994035785288,0.00198807157058,0.00397614314115,0.00397614314115,0.00198807157058,0.00994035785288,0.00198807157058,0.013916500994,0,0.00994035785288,0.00795228628231,0.00397614314115,0.0178926441352,0.0178926441352,0.00596421471173,0.00994035785288,0.00198807157058,0,0.00198807157058,0.00397614314115,0.00795228628231,0.00795228628231,0.0119284294235,0.00795228628231,0.00795228628231,0.0238568588469,0.013916500994,0.0218687872763,0.00994035785288,0.0119284294235,0.00596421471173,0.013916500994,0.0119284294235,0.00397614314115,0.0119284294235,0.0218687872763,0.00397614314115,0.0298210735586,0.00596421471173,0.00198807157058,0.00795228628231,0.0119284294235,0.00198807157058,0.00397614314115,0.00397614314115,0,0.00795228628231,0.0119284294235,0,0.00397614314115,0.0119284294235,0.00596421471173,0.0119284294235,0.00795228628231,0,0.00596421471173,0.00397614314115,0.00795228628231,0.00198807157058,0.00795228628231,0.0159045725646,0.00596421471173,0.0178926441352,0.00795228628231,0.00198807157058,0.00795228628231,0.00198807157058,0.00198807157058,0.00198807157058,0.00795228628231,0.00795228628231,0.00397614314115,0.0198807157058,0.00795228628231,0.0218687872763,0.0178926441352,0.0178926441352,0.0238568588469,0.00397614314115,0.00795228628231,0.013916500994,0,0.013916500994,0.00596421471173,0.00994035785288,0.0278330019881,0.0238568588469,0.0258449304175,0.00596421471173,0.00198807157058,0.00795228628231,0.00397614314115,0.0198807157058,0.00596421471173,0.00198807157058,0.00198807157058,0.00397614314115,0.00596421471173,0.00198807157058,0.00397614314115,0.013916500994,0.00795228628231,0.0119284294235,0.00198807157058,0.00397614314115,0.00596421471173,0,0.00795228628231,0.00397614314115,0.00795228628231,0.00994035785288,0.00397614314115,0.00198807157058,0.00198807157058,0.00397614314115,0.00596421471173,0.00198807157058,0.00198807157058,0.00198807157058
1,0,0.00952380952381,0,0,0,0,0.00952380952381,0,0.0142857142857,0,0.0047619047619,0,0,0.0190476190476,0,0.0047619047619,0.0142857142857,0.00952380952381,0.047619047619,0,0,0,0,0,0,0.0047619047619,0,0,0.0047619047619,0,0.0047619047619,0.0142857142857,0.0047619047619,0.0238095238095,0.0047619047619,0.0047619047619,0,0,0.0285714285714,0,0.0190476190476,0.0428571428571,0.00952380952381,0.0238095238095,0.0047619047619,0.0047619047619,0,0,0.0142857142857,0,0,0,0,0.00952380952381,0,0,0.0047619047619,0,0.0047619047619,0.0047619047619,0,0,0,0.0190476190476,0,0.0190476190476,0.0142857142857,0,0.047619047619,0,0,0.0047619047619,0,0,0,0.0047619047619,0.0142857142857,0.0190476190476,0.0619047619048,0,0.0047619047619,0.0238095238095,0.0285714285714,0.052380952381,0.00952380952381,0,0.0142857142857,0.0190476190476,0.00952380952381,0.0047619047619,0.0571428571429,0.0428571428571,0.0238095238095,0.0666666666667,0.00952380952381,0,0.0047619047619,0.0047619047619,0,0.0047619047619,0,0,0.0047619047619,0,0,0.0047619047619,0,0,0.0047619047619,0,0,0,0,0.0047619047619,0,0,0.0047619047619,0.0047619047619,0.00952380952381,0,0,0,0,0.0047619047619,0
