"Class","moran_0","moran_1","moran_2","moran_3","moran_4","moran_5","moran_6","moran_7","moran_8","moran_9","moran_10","moran_11","moran_12","moran_13","moran_14","moran_15","moran_16","moran_17","moran_18","moran_19","moran_20","moran_21","moran_22","moran_23","moran_24","moran_25","moran_26","moran_27","moran_28","moran_29","moran_30","moran_31","moran_32","moran_33","moran_34","moran_35","moran_36","moran_37","moran_38","moran_39","moran_40","moran_41","moran_42","moran_43","moran_44","moran_45","moran_46","moran_47","moran_48","moran_49","moran_50","moran_51","moran_52","moran_53","moran_54","moran_55","moran_56","moran_57","moran_58","moran_59","moran_60","moran_61","moran_62","moran_63","moran_64","moran_65","moran_66","moran_67","moran_68","moran_69","moran_70","moran_71","moran_72","moran_73","moran_74","moran_75","moran_76","moran_77","moran_78","moran_79"
1,-0.0808637084201,-0.0139837852189,-0.0167065601294,-0.042971465658,-0.0102097325203,-0.136751711556,0.0108933188354,0.0389253644562,0.0120790317201,0.0646737955537,-0.0936877994434,-0.0438588087666,0.0236789156756,0.0132488003564,0.0227570598311,-0.080793860133,-0.0116963996035,-0.00194353495414,-0.0629685806856,0.0660982485654,0.0532132864667,0.00364215663307,-0.0957933587781,0.00667405705975,0.0173783887229,-0.0155037050103,0.00920823982168,0.00310705350351,0.0229647485945,-0.00952791061937,0.0069131732045,0.000680802751634,0.00329794468979,0.0133289267067,-0.0139116889602,0.0472361407964,0.00143368025486,0.0481029613121,0.0321374934803,-0.00698735539712,0.0799603684554,0.0243487233224,-0.0610782788796,0.0228678041992,0.0229267130967,0.0126938585924,-0.00932414177041,-0.00611499390491,0.0220108800551,-0.0197095852682,0.0351431257573,0.0284293796973,-0.0691883092811,0.0184673065948,0.0200958497487,-0.0422139119836,-0.037354094752,-0.00193625893732,0.0180732335159,-0.00364170362586,0.021831477557,0.00106210502529,-0.0304597375148,0.0383590104546,0.0208522191846,-0.0867261448304,-0.0717783906342,-0.0259447909287,0.0114543137324,0.0343318027803,-0.0486542130397,0.0170751716939,0.0205842312663,-0.0186288805838,0.0175250641006,-0.000546542678481,0.0151170601474,-0.0296720573667,0.0329849821093,-0.0592743584603
1,-0.0728845188021,-0.0923168640384,0.0422601691755,0.00366178040017,-0.0217829550115,0.00890940357823,-0.0255802054903,-0.0719974542299,-0.047206440006,-0.0197696963231,-0.0584775756036,-0.0017611152349,0.0506506998194,-0.0150993395685,-0.020634172698,0.047047879564,-0.0656538861101,0.0659777888424,0.0169918979886,0.00437897780958,-0.0314729680236,-0.124043950705,0.0538587155266,0.0399948937925,-0.0556804423246,0.0631906886677,0.0033104382303,0.00831024232041,-0.00474089030236,0.00994404882097,-0.00153340478358,0.0219111943151,0.0429157061916,0.0614184534565,-0.054403426353,0.00984457179605,0.0475707689364,0.00180072089169,0.0504346329756,-0.044450319141,-0.0220612735919,-0.130076628651,0.0498002441079,0.0687088377114,-0.0860506755742,0.072230188727,-0.0136126075638,0.00840552927035,-0.000313952889224,0.00204959109665,-0.0462993645229,-0.0930086102027,0.0581511160296,0.0525154190623,-0.0705848453326,0.0598318079011,-0.0214526889396,-0.000918220626838,0.0256264523032,0.0106320663861,-0.0582175611377,-0.0196570732921,-0.0101332826962,0.0597551448222,-0.0765161066511,0.0279981768792,-0.039288225086,0.00614882964826,0.0458658223706,0.0351738481894,0.0443984630419,-0.0170960352471,0.0079869889861,-0.00288304861365,-0.00602169673922,0.0199039196883,0.096451899611,-0.0219793781638,-0.00536619620041,-0.030356776449
1,-0.0840180434765,-0.0775321743113,-0.0258067510046,0.0105178802615,-0.0662318666221,-0.0318254040189,0.0311976975547,-0.0264067184396,-0.0862822766764,-0.0484130214135,-0.0899380890735,-0.0313176310914,0.174509877291,0.0119645572111,0.00985463547154,-0.00661275026126,0.0201151411847,0.0478247515125,0.036591947108,-0.0136944425719,-0.061229700295,-0.0760778579111,-0.1064429685,0.077449507902,-0.0355780852439,-0.00258827771066,-0.0141665019761,0.0178964773893,-0.0286074750012,0.0135684885271,0.012352393012,0.00274306634708,-0.219309453203,-0.0838234937314,-0.0126785255486,0.071933254765,-0.014595503403,-0.00151205504578,-0.0296837941624,0.131737074845,0.00427795027715,-0.0601156647917,-0.131433514535,0.0858027361953,-0.0300661499265,-0.00354434018376,-0.0186851337401,-0.00504825979821,0.00229230822337,0.0505280223471,-0.0966244886178,-0.0432301027562,-0.13741981556,0.098838871651,-0.0636082954546,0.0275505775191,-0.0056945827675,0.00411512890146,-0.0305515717379,0.0482721111609,-0.0488402154211,0.0203306334293,-0.0811840493637,0.0420145288953,-0.0895903270768,0.0339811421308,-0.0819344230079,0.0477202901517,-0.0454033853575,0.0884126758445,0.00360195489674,0.023430644565,0.0985251539093,0.000876229716165,0.0446970114571,-0.0114870909426,0.0538893453956,-0.042173871136,-0.034894980656,-0.0149761386212
1,-0.144923904024,-0.0792266389178,-0.063237354427,0.0143598209174,-0.124280594618,0.0207363635454,0.038513218514,0.014767315277,-0.0324093618584,-0.0119151781372,-0.0705355127186,-0.110599770224,0.00924494222274,0.00859307733586,0.0743670765477,0.0556115786279,-0.0145934090076,0.0439502517968,0.0366804845621,0.0230724129456,-0.0325334424559,-0.0308809180643,-0.0723331488318,0.0862644367362,0.0227095221906,-0.0331497097184,0.00612347915977,0.0821696526476,-0.0654410958654,-0.00207278785838,-0.0148854372848,-0.0566598166156,-0.144443892603,-0.000806903875959,-0.0387957478466,0.00349574730834,-0.0742517181822,-0.0018516293073,-0.0254175258007,0.0995326905099,0.00442253136503,-0.0231002765816,-0.0585368201672,0.071809435907,0.0313516611015,-0.0392176309941,-0.00233968349337,0.0734038893231,-0.0514686206754,0.0123873073562,-0.0253150156041,-0.00830571662945,-0.0849365877095,0.0757537200585,-0.0108941865259,-0.00296522693882,0.0243296774958,0.0970046500992,-0.0670159121176,0.0164405724719,0.00187545612366,0.00466021338975,-0.036890680316,0.0349133242006,-0.0932838067791,-0.00141999220299,-0.00611813996898,0.219941726798,-0.0384335518719,0.049109859853,0.00664117214335,-0.0620410463322,-0.0411870205617,0.0967557546711,0.00720089457761,-0.124552638744,0.0621888919933,-0.0705669989353,-0.0692543285868,0.00666165320741
1,-0.122764819439,-0.0832305720525,-0.0778172214069,-0.0369952138053,-0.0326300147288,-0.0391253779844,0.130916908004,0.0609154540162,-0.114195272097,-0.0192621386744,-0.0531210937574,-0.124820129155,0.051481929067,-0.0643918236565,0.0201636432804,0.0238836380179,0.130649201629,0.101000813466,-0.074423590328,0.025786359801,-0.101669267404,-0.0744919180342,-0.0834872779745,0.0129823564316,0.0891894406984,-0.0443460886979,0.0665128598819,-0.123929455751,0.0013744372648,0.0136005284201,-0.0278581468482,-0.0655829722888,-0.0246022991916,0.099511050868,0.0841524528689,0.0636507194395,0.0665658074982,-0.0654773126989,-0.00659492863051,-0.0359124060561,-0.0659249564453,-0.0783896065486,-0.0539434870728,0.00091545700552,0.0554950609594,-0.047838750979,0.0394740993219,-0.0797540104484,0.00600310130789,0.0219363527019,-0.102376146082,-0.0771265572665,-0.109445869847,-0.00292441554701,0.0565862274362,-0.0412363693924,0.0693773286462,-0.0991915791963,-0.0670922150196,0.0421766481533,-0.0600647850219,0.00702818150979,-0.109607987878,-0.00433052477799,-0.0605494520891,-0.0342027200681,0.0510718701497,0.0550254025704,-0.0750836904866,0.0114573058179,-0.0228360755951,0.035995670959,-0.0500527333041,0.00452379884484,0.0926023141118,-0.0209633209037,0.0122003833774,-0.0236849392134,-0.00825316440542,-0.0725142112837
1,-0.0691728551184,-0.0798236707546,0.044835634758,-0.0811922099558,-0.00365378571026,-0.0200449760793,0.0066164075129,0.0282135165166,-0.105183066482,0.00725042668711,-0.0501936935238,-0.0575705323537,0.0392352489624,-0.0253235700672,0.0196172657794,-0.0756085995774,0.0216838583031,0.0152037977601,-0.122259541548,0.0365265951704,-0.0421988926083,-0.0492512315425,-0.0591197389954,0.0295673987588,-0.0155457135503,0.0287489922375,0.0561694674106,0.0725820240274,-0.0688269452451,0.0227172567681,-0.0256189679061,0.0381863368351,0.0713769180254,0.108084526189,-0.00169751628022,0.0705801258025,-0.0560751883998,0.0784749931144,-0.0100515819741,0.0647344529318,-0.0536570489328,-0.0387270832495,-0.093747738683,0.0744908475074,-0.00337537045897,0.0222856388247,0.0411632219068,0.0760708575189,-0.0531569392453,0.0116970917714,-0.0463078305747,-0.0575499060034,-0.0519618222793,0.00780332345569,-0.0233801931793,0.0181825608809,0.0211100585466,0.0774598522481,-0.059082728333,0.00634387245145,-0.00448493381455,-0.0944485510625,0.00345316351993,0.0595886962188,-0.0527614805936,-0.0619704236388,-0.0133216392493,0.101354726002,-0.030392097428,0.0205327131403,-0.0241338265818,0.0691648364594,-0.0165315689814,-0.0174164402622,-0.0111899054379,0.0106557041717,-0.0264798325954,-0.0849973201793,-0.0242157012828,0.0665086833699
1,-0.0246007456174,-0.0526983157223,-0.0130845213054,-0.125720213651,-0.0838383803045,-0.0267218268418,0.102215106432,0.0169395858172,-0.0385832394881,-0.0456370998285,0.0154928768498,-0.0377908399258,0.0235362283798,0.00018656903355,-0.0177355677095,-0.00884197224424,0.032383556517,0.0121975116082,-0.0935940565633,-0.0333036730065,0.00104369269184,-0.0399898645005,-0.000282176458625,-0.0281024760739,0.000321148090263,0.0396621691469,0.120083042182,0.0927847738083,-0.0727193766285,0.0551333286488,-0.0409174425632,0.0348000259726,0.0223394574645,0.0324410933596,0.0220285118186,0.00172546549339,0.0400365094776,0.0255439448843,-0.0331817266118,0.0601700823905,-0.00300956286861,-0.053772836182,-0.0179633403077,0.00366170907876,-0.0101252284189,0.0358161205819,0.0970707434584,0.0960067776168,-0.073468821036,0.0347671336116,0.0134487081507,-0.0494023627611,-0.00811525183517,-0.0320033215571,-0.0245649754403,0.0139477412587,0.0767384563947,0.0975052495528,-0.0367508424303,0.0559201828865,0.0603683707574,-0.0831260092428,-0.0569729247051,0.0302025748739,-0.0687842861034,-0.0986481496315,-0.00597177792816,0.108496240699,-0.0217839940783,0.123233618978,-0.101341016482,0.0519814585314,-0.102648870889,0.0347934837678,0.0149561774108,0.0124216394253,0.0675497670614,-0.0298837989498,0.0570351376583,0.0122276398463
1,-0.0159671215849,-0.0699364361704,0.0128451940288,-0.0715146261737,-0.0509033827852,-0.0074041567674,-0.0275440560365,-0.0523728276168,0.0252717140999,0.000665382595178,-0.00582968162776,-0.0385341390896,0.0119156493166,-0.0833986778182,0.00751853182421,-0.0350005466235,-0.0634980645678,0.00895505681632,-0.0516406964055,0.026632011344,-0.0614463392466,0.000304679675612,0.0497696434394,-0.0730321712543,0.00193360336091,-0.1129335336,-0.00300781679125,0.024445679227,0.0179142711178,-0.0256077531378,-0.0365631404937,0.046257972311,-0.0170306415203,0.0364643372193,0.0377482513711,0.0294984843904,-0.0294684700479,-0.0414003103346,-0.000387811303572,-0.033622573276,-0.0502402943723,-0.0123947720699,0.0389677373937,-0.0304697428226,-0.00822123242422,-0.102436655565,0.00506570211841,0.0165939839709,0.01070309627,0.0084059918737,-0.0228996299147,-0.0324305729632,0.0487503484364,-0.0368805348672,-0.00367534075055,-0.122292104208,-0.00545776322911,0.0338034224414,-0.0010624273029,0.00727693497001,0.00174387053293,-0.0320596023385,-0.0428350238204,0.0606654942928,-0.00328014077641,-0.0298138926684,-0.0564664702967,-0.0252854837085,-0.0118301713737,0.0569613223177,-0.0690706675128,-0.0123645604814,-0.00526742749942,-0.0121855195754,0.023623538705,-0.0432784559654,-0.0253994377443,0.0141257293121,0.0307055819579,0.0188092130316
1,-0.03254212242,-0.0123230211584,-0.00579166606772,-0.0790763399801,-0.0731784665845,-0.0238429632915,0.011268803308,-0.00935453304294,-0.0126371279707,-0.0235414054515,0.0426609695983,-0.0222751818997,-0.0340587223598,-0.126566457479,-0.109995840999,-0.00918860021568,0.00708480969843,-0.0197849254556,-0.0832365655762,0.00469029417318,-0.0255565559486,0.0442527660787,-0.000781947658537,-0.0651108906867,0.00323700265295,-0.0437511314363,0.0327226089555,0.0404662160921,-0.0362370226306,-0.0230942310622,-0.0733237644838,0.0729343590088,0.0394278412379,0.00531937999075,0.0169643275688,0.0137900723393,0.00347010689698,0.00738664000908,-0.0318876817136,0.00525357433016,-0.0289672091589,0.0225081755053,0.000654829124867,-0.0326503551984,0.0233033643767,-0.0486227257079,0.0198334980209,0.04517644768,-0.0608236020676,0.00749279655485,-0.0534692235496,0.0516470252971,-0.000350368366603,-0.0411207276041,-0.00688169383759,-0.0447663627134,0.0083787986977,0.0470111361275,-0.0284684344763,-0.000627234166549,-0.0409219211343,0.0486668237773,0.0224010090131,-0.017101864948,0.00806085689267,-0.00572770431265,-0.0744603480095,-0.021267041694,-0.0864896858408,0.0379470522688,0.0737235255963,0.0816062471186,-0.0303327602698,-0.00671699578938,-0.00685939805349,0.0484787679143,0.0284570692108,0.000377995607285,0.00883587126768,-0.0842759444493
1,-0.147373019752,-0.160254300239,0.0628157939832,-0.0500953570448,-0.132638331434,-0.0049697727954,0.00890646139317,-0.00530713368349,0.0990984079298,0.0138167141185,-0.123908200719,-0.0483147268618,0.0203506839492,0.0597721397023,0.0478185923852,-0.105569236772,-0.00990346482471,-0.0207978941249,0.0484979516483,-0.0450605113346,-0.0562053633155,-0.176931374251,0.16332342478,0.00684417961586,-0.0283791829299,-0.0558466391216,-0.00360906303063,-0.0457901729237,0.00808242256621,-0.00993158979961,0.00794219036993,-0.0391010633275,-0.0335419536584,0.0437983753167,0.0234142168522,-0.0630764925509,0.0304201620903,0.136641340922,0.113006136433,0.0351537021449,-0.0629581448135,-0.193670536573,0.215797736833,0.0383255902233,-0.0680642688793,-0.0247971139593,0.0143961122835,-0.027352387835,-0.0352886706123,-0.018461972469,-0.0885007219304,-0.186357085675,0.165065364614,-0.0307505270025,-0.0306494242368,-0.0435059539897,-0.029104418203,0.0389423976965,0.019667368472,-0.0611553372252,-0.181944979,-0.138462294143,0.152040365007,-0.0348561635033,-0.0206551481456,0.00290268867322,-0.102188194813,0.0791120149743,0.116199596694,-0.105043151242,-0.0102296797325,0.0114473895648,-0.0493391252256,-0.0844187138636,-0.0278431247482,-0.102093310713,-0.000648594982717,0.044842411905,0.100834830917,0.090390541743
